5_gram,freq
effaets of phthalates * interagency,1
effect any rule * with,1
effect as amplified * modified,1
effect by cma * been,1
effect changes resulting * splitting,1
effect for three * and,1
effect has been * high,1
effect in but * in,1
effect in canada * that,1
effect in testimony * the,1
effect of an * dollar,1
effect of chlorofluorocarbons * the,1
effect of control * for,1
effect of geographic * will,1
effect of reagan * cuts,1
effect of the * tax,1
effect of these * to,1
effect on energy * of,1
effect on february * the,1
effect on innovation * in,1
effect on market * in,1
effect on the * of,1
effect on the * was,1
effect relationships between * to,1
effect relationships by * marshall,1
effect such actions * have,1
effect the economic * tax,1
effect the necessary * resulting,1
effect this the * position,1
effect to qualify * mcas,1
effect when the * becomes,1
effectiv ness of * least,1
effective action on * behalf,1
effective and economical * in,1
effective and efficient * to,1
effective and not * costly,1
effective because of * highly,1
effective billing rate * per,1
effective coalitioning and * focusing,1
effective export policy * and,1
effective for small * cma,1
effective grass roots * to,1
effective in reducing * and,1
effective in supporting * advocacy,1
effective industry educational * the,1
effective level well * to,1
effective lobbying by * multinationals,1
effective may tank * compen,1
effective mca representation * these,1
effective means of * cma,1
effective measures to * or,1
effective mechanism for * with,1
effective october on * of,1
effective october that * the,1
effective participa tion * this,1
effective resistance to * deal,1
effective tax program * exports,1
effective tax rate * over,1
effective tax rates * by,1
effective tax rates * the,1
effective the bulk * the,1
effective use of * in,1
effective use of * wide,1
effective waste handling * disposal,1
effectively across these * areas,1
effectively convinced the * that,1
effectively develop manage * operate,1
effectively influence and * unacceptable,1
effectively represented chemical * interests,1
effectively some parts * this,1
effectively supported by * member,1
effectively to address * only,1
effectively to the * pressures,1
effectively within the * programs,1
effectively worked to * accept,1
effectiveness as the * chemical,1
effectiveness during these * times,1
effectiveness including the * of,1
effectiveness of cur * laws,1
effectiveness of mca * to,1
effectiveness of our * of,1
effectiveness of the * committee,1
effectiveness of the * elimination,1
effectiveness of the * government,1
effectiveness of the * protection,1
effectiveness of the * would,1
effectiveness on the * scene,1
effectiveness tha training * primarily,1
effectiveness those on * scene,1
effectiveness to safeguard * community,1
effectiveness training progrm * program,1
effects and environmental * testing,1
effects and epidemiology * a,1
effects and other * areas,1
effects and process * regula,1
effects and risk * on,1
effects and the * of,1
effects and will * con,1
effects arising out * the,1
effects associated with * chemicals,1
effects associated with * to,1
effects cresols manufacturers * cma,1
effects for each * substance,1
effects from emissions * operating,1
effects from exposure * substances,1
effects from exposure * use,1
effects from hazardous * sites,1
effects from these * and,1
effects information in * to,1
effects information to * and,1
effects literature on * resins,1
effects methodology chem * for,1
effects modeling at * sites,1
effects of a * of,1
effects of a * profits,1
effects of arsenic * dr,1
effects of both * of,1
effects of dehp * exposure,1
effects of dehp * humans,1
effects of ozone * and,1
effects of power * and,1
effects of the * rcra,1
effects of the * regulation,1
effects of these * policies,1
effects of this * suggesting,1
effects on human * the,1
effects on our * including,1
effects portion has * designed,1
effects resulting from * to,1
effects studies research * begin,1
effects testing on * three,1
effects testing program * ready,1
effects that are * important,1
effects they may * on,1
efficiency and effectiveness * the,1
efficiency of toxic * pollutants,1
efficiency programs or * efforts,1
efficiency test at * zink,1
efficient allocation of * gas,1
efficient approach to * public,1
efficient communication through * seminars,1
efficient development and * of,1
efficient operations by * railroad,1
efficient stripping of * carrying,1
efficient use of * and,1
efficiently allocate the * supplies,1
efficiently but in * of,1
efficiently pulled together * wealth,1
effluent guidelines and * under,1
effluent guidelines epa * not,1
effluent guidelines for * categories,1
effluent guidelines for * organic,1
effluent guidelines for * pesticides,1
effluent guidelines from * code,1
effluent guidelines litigation * december,1
effluent guidelines litigation * october,1
effluent guidelines seminar * effluent,1
effort and advise * concerned,1
effort and interaction * osha,1
effort and will * reevaluate,1
effort at significant * as,1
effort becomes more * we,1
effort between iag * the,1
effort by contacting * and,1
effort cannot be * let,1
effort criteria development * epa,1
effort extends over * years,1
effort focuses on * national,1
effort for the * industry,1
effort forward through * and,1
effort from the * plant,1
effort futile given * eecs,1
effort grew out * cmas,1
effort has been * out,1
effort has been * supported,1
effort has been * to,1
effort in developing * recomending,1
effort in opposition * was,1
effort including special * advertising,1
effort is still * directly,1
effort it continues * be,1
effort liaison will * with,1
effort may also * made,1
effort might be * to,1
effort must be * to,1
effort needs your * support,1
effort of a * coalition,1
effort of a * group,1
effort of business * allied,1
effort of the * group,1
effort on cescla * be,1
effort on clean * legislation,1
effort only audio * will,1
effort over the * two,1
effort recently to * the,1
effort related to * implementation,1
effort required of * members,1
effort should take * stover,1
effort spac will * the,1
effort that some * ago,1
effort that went * these,1
effort the office * general,1
effort the panel * a,1
effort this next * will,1
effort to achieve * parity,1
effort to address * nations,1
effort to affix * of,1
effort to answer * nrdc,1
effort to block * of,1
effort to come * a,1
effort to complete * analysis,1
effort to convince * that,1
effort to define * program,1
effort to destroy * theory,1
effort to determine * appropriate,1
effort to develop * new,1
effort to develop * voluntary,1
effort to discourage * use,1
effort to do * we,1
effort to educate * in,1
effort to ensure * problems,1
effort to establish * favorable,1
effort to find * basis,1
effort to find * sponsor,1
effort to further * world,1
effort to get * bill,1
effort to get * review,1
effort to hold * the,1
effort to illustrate * you,1
effort to include * other,1
effort to minimize * time,1
effort to modify * of,1
effort to obtain * stay,1
effort to pass * bill,1
effort to prevent * of,1
effort to propose * system,1
effort to provide * for,1
effort to restore * enthusiasm,1
effort to scope * study,1
effort to secure * for,1
effort to support * budget,1
effort to train * responders,1
effort varies from * to,1
effort was carried * on,1
effort was made * call,1
effort was made * companies,1
effort was made * last,1
effort was mounted * has,1
effort will be * assure,1
effort will be * the,1
effort will be * with,1
effort will continue * the,1
effort will demonstrate * epa,1
effort will require * additional,1
effort with mca * and,1
effort with osha * led,1
effort with this * a,1
efforts and a * of,1
efforts and address * they,1
efforts and could * used,1
efforts and the * to,1
efforts and to * extent,1
efforts are also * scrutinized,1
efforts are called * here,1
efforts are directed * to,1
efforts are under * for,1
efforts are under * on,1
efforts are under * to,1
efforts are underway * some,1
efforts at addressing * concerns,1
efforts by cmas * public,1
efforts by developing * to,1
efforts by helping * implement,1
efforts by mca * others,1
efforts by our * companies,1
efforts by some * in,1
efforts can be * have,1
efforts che special * division,1
efforts cma has * a,1
efforts conducted by * cma,1
efforts continue and * materials,1
efforts continue in * to,1
efforts continue to * a,1
efforts continue to * geared,1
efforts didnt convince * that,1
efforts directed against * industry,1
efforts emphasizing proper * of,1
efforts for quick * on,1
efforts have resulted * numerous,1
efforts in air * hazardous,1
efforts in building * these,1
efforts in environment * health,1
efforts in other * indus,1
efforts in presenting * seminar,1
efforts in the * talks,1
efforts in this * over,1
efforts lead in * secret,1
efforts may undergo * change,1
efforts of an * hoc,1
efforts of every * in,1
efforts of foreign * to,1
efforts of its * companies,1
efforts of plantlevel * he,1
efforts of reformers * add,1
efforts of restructuring * fdcc,1
efforts of the * hoc,1
efforts of the * jersey,1
efforts on individual * special,1
efforts on issues * at,1
efforts on key * and,1
efforts on legislation * committee,1
efforts on this * the,1
efforts over the * of,1
efforts pursued by * develop,1
efforts should not * made,1
efforts to add * floor,1
efforts to amend * in,1
efforts to better * minorities,1
efforts to bring * bill,1
efforts to build * stronger,1
efforts to communicate * positive,1
efforts to date * respect,1
efforts to date * to,1
efforts to educate * and,1
efforts to educate * of,1
efforts to eliminate * trade,1
efforts to enhance * in,1
efforts to enroll * chemical,1
efforts to establish * and,1
efforts to fight * abuse,1
efforts to improve * environment,1
efforts to intensify * year,1
efforts to limit * emissions,1
efforts to minimize * air,1
efforts to perform * environmental,1
efforts to prevent * erosion,1
efforts to secure * compromise,1
efforts to sunset * fund,1
efforts to support * tort,1
efforts to various * were,1
efforts to weaken * water,1
efforts to work * minority,1
efforts toward regulatory * but,1
efforts we believe * helps,1
efforts we feel * should,1
efforts we mentioned * the,1
efforts we must * in,1
efforts were apparent * the,1
efforts were helpful * assuring,1
efforts were supported * the,1
efforts which included * and,1
efforts will concentrate * overcoming,1
efforts will continue * help,1
efforts will continue * the,1
efforts will result * limited,1
efforts with other * gas,1
efforts with other * groups,1
efforts with the * of,1
efforts you the * the,1
eg cutoff for * hazardous,1
eg dot incident * waybill,1
eg investment tax * deferral,1
eg obtrusive financial * in,1
eg on oxidants * be,1
eg pesticides detergents * require,1
eg superfund siting * and,1
eg the black * program,1
eg the oska * comnunication,1
egarded as being * source,1
egislation and the * which,1
egme and ethvlene * monoethyl,1
egypt and panama * also,1
egypt and panama * recently,1
eh originally the * of,1
eh panal co * the,1
eha could pose * significant,1
eha may present * unreasonable,1
eha monthly itc * tha,1
eha panel submitted * on,1
eha under section * tsca,1
ehealcal industrys safety * tops,1
ehmsical industry also * provided,1
eia and office * management,1
eia other task * members,1
eight drafts are * in,1
eight hour twa * lowered,1
eight months has * projected,1
eight months of * officers,1
eight of the * ec,1
eight profassionals and * support,1
eight safety guides * in,1
eight voc rmclsepa * a,1
eight volatile synthetic * chemicals,1
eight years a * bill,1
eighteen months ago * the,1
eighteen months ago * this,1
eighteen months within * time,1
eighteen out of * twenty,1
eighthour day under * prior,1
eighthour twa lowering * ceiling,1
eightyfifth meeting of * board,1
eightyninth meeting of * board,1
einstein college of * expo,1
eis as background * the,1
either a republican * southern,1
either actual bills * working,1
either added provisions * deleted,1
either as participants * subscribers,1
either before you * this,1
either congress the * or,1
either construction or * safetyfrom,1
either foreign producers * shippers,1
either has greatly * its,1
either have existing * under,1
either like the * considered,1
either negotiate agreements * prepare,1
either of the * reports,1
either ores or * element,1
either post performance * or,1
either prior use * best,1
either resolved or * it,1
either spa orders * were,1
either technical or * with,1
either the highestranking * or,1
either through existing * or,1
either within a * or,1
either within or * of,1
elained by labor * public,1
elapsed in addition * at,1
elars bioresearch laboratories * facilities,1
elas intent to * energy,1
elderly and those * fixed,1
eleaents of plant * and,1
elect chemistry as * cultural,1
elect new leaders * to,1
elect responsible judges * will,1
elect to initiate * own,1
elect to retain * to,1
elected a majority * democrats,1
elected annually by * board,1
elected as a * through,1
elected as president * executive,1
elected new leaders * new,1
elected officials like * governors,1
elected or appointed * section,1
elected to deny * generic,1
elected to membership * the,1
electing to go * to,1
election and committee * of,1
election are proving * distracting,1
election day had * the,1
election first and * sentences,1
election issue against * reagan,1
election of directors * other,1
election of officers * procedures,1
election of ronald * with,1
election produced overwhelming * for,1
election reform has * sent,1
election session seems * be,1
election to membership * thereof,1
election year and * add,1
election year on * other,1
elections and tax * no,1
elections brought much * shifts,1
elections in november * your,1
elections promise to * hotly,1
elections the task * provided,1
elections to advance * capabilities,1
elections will determine * character,1
electionyear jitters veto * internal,1
electric code is * classic,1
electric institute and * lead,1
electric power motor * and,1
electrical and electronic * and,1
electrical code panel * to,1
electrical code task * met,1
electrical codes standards * group,1
electrical costs for * to,1
electrical energy rate * for,1
electrical equipment in * atmospheres,1
electrical manufacturers association * cma,1
electrical manufacturers association * suppliers,1
electrical motors met * august,1
electrical rates achieved * more,1
electrical safety requirements * employee,1
electrical task group * additional,1
electricity energy conservation * government,1
electricity is not * current,1
electricity producers and * including,1
electricity this study * used,1
electronic engineers and * the,1
electronic mail capabilities * key,1
electronic media on * generation,1
electronic services task * completed,1
electronics standards board * a,1
element and lead * to,1
element grows in * as,1
element of cost * many,1
element of the * direction,1
element of the * prograi,1
elementary and secondary * more,1
elementary by todays * standards,1
elements affecting liability * as,1
elements and status * cma,1
elements in the * sector,1
elements include public * to,1
elements include reducing * volume,1
elements of a * tax,1
elements of cmas * waste,1
elements of existing * law,1
elements of such * bill,1
elements of the * chemical,1
elements of the * proposal,1
elements of this * year,1
elements which contribute * successful,1
elements which prevent * programs,1
elevated risks of * disease,1
eleven mca member * are,1
eleventh meeting of * board,1
elford cederberg mi * ranking,1
elicit testimony before * commission,1
elicited substantial interest * discussion,1
eligible for a * just,1
eligible for cma * and,1
eligible products from * countries,1
eliminate casebycase litigation * carrier,1
eliminate deductibility country * dues,1
eliminate insurance policy * coverage,1
eliminate liability for * in,1
eliminate recovery for * loss,1
eliminate the age * now,1
eliminate tort suits * in,1
eliminated across the * or,1
eliminated and a * standard,1
eliminated from the * following,1
eliminated on goods * into,1
eliminated the industrial * conservation,1
eliminates one proponent * the,1
eliminating any other * trade,1
eliminating litigation costs * obtaining,1
eliminating some task * and,1
eliminating the peak * of,1
eliminating traditional rolledin * in,1
elimination components of * bilateral,1
elimination of chemical * should,1
elimination of excess * requirements,1
elimination of inequitable * allocation,1
elimination of preferential * chemical,1
elimination of some * and,1
elimination of tariffs * certain,1
elimination of the * tax,1
elimination of underground * one,1
elimination or substantial * of,1
elimination system npdes * regulations,1
elimination system regulations * permits,1
elizabeth dole during * spills,1
ell environmental statutes * activity,1
else for that * but,1
else hell find * facing,1
ely affected by * operations,1
embarrass us with * own,1
embassy of the * country,1
embodied in the * and,1
embodies cmas community * and,1
embryotoxic or teratogenie * either,1
emc activities was * conduct,1
emc ad hoc * group,1
emc adopted a * of,1
emc air issues * f,1
emc and the * industry,1
emc approved a * that,1
emc approved the * on,1
emc approved the * resolution,1
emc as the * evolved,1
emc chairman made * obser,1
emc clearly defines * group,1
emc continued a * resoureeintensive,1
emc covered a * spectrum,1
emc efforts are * for,1
emc established a * group,1
emc established an * regulations,1
emc groups to * an,1
emc has assisted * of,1
emc has authorized * rcra,1
emc has established * ad,1
emc has had * place,1
emc has recomended * funding,1
emc has reviewed * approved,1
emc identified nine * we,1
emc members drafted * versions,1
emc members with * and,1
emc plans a * education,1
emc policy guidelines * participated,1
emc recoassends approval * cma,1
emc recommends approval * the,1
emc research and * projects,1
emc sponsors with * groups,1
emc task groups * policy,1
emc thinks there * several,1
emc ve will * on,1
emc was adequately * by,1
emc we expect * reach,1
emc will be * during,1
emc will continue * work,1
emc worked with * communications,1
emc year was * diverand,1
emcs effort over * last,1
emcs efforts have * to,1
emcs process emission * task,1
emcs rcra regulations * group,1
emcs water quality * and,1
ement on a * energy,1
emerge in midmay * will,1
emerge in was * worse,1
emerge that could * the,1
emergencies are showing * slow,1
emergencies can now * investigated,1
emergency basis because * strong,1
emergency center was * of,1
emergency cmas position * in,1
emergency gives epa * in,1
emergency management agency * teleconference,1
emergency order no * dot,1
emergency personnel can * better,1
emergency personnel plus * chemical,1
emergency planning will * a,1
emergency plans have * prepared,1
emergency preparedness issues * of,1
emergency preparedness we * recommendations,1
emergency related nonemergency * totaled,1
emergency reports received * actual,1
emergency responders and * define,1
emergency responders and * public,1
emergency responders have * adequately,1
emergency responders have * the,1
emergency responders on * basis,1
emergency responders on * proper,1
emergency responders there * fourteen,1
emergency responders to * hard,1
emergency response are * eagerly,1
emergency response capabilities * practices,1
emergency response commission * on,1
emergency response contingency * in,1
emergency response frank * berryman,1
emergency response fund * by,1
emergency response groups * police,1
emergency response groups * to,1
emergency response officials * representatives,1
emergency response organizations * objective,1
emergency response outside * the,1
emergency response personnel * become,1
emergency response personnel * state,1
emergency response planning * regulation,1
emergency response programs * laws,1
emergency response programs * to,1
emergency response requirements * could,1
emergency response requirements * title,1
emergency response requirements * worker,1
emergency response team * between,1
emergency response training * chemical,1
emergency response workshop * in,1
emergency service for * monthly,1
emergency services fire * would,1
emergency session of * vcrc,1
emergency temporary standard * on,1
emergency temporary standard * ppm,1
emergency transportation center * received,1
emerging global issues * health,1
emerging issue over * next,1
emerging state allocation * to,1
emerging us and * systems,1
eminent medical research * made,1
emission control cost * from,1
emission data ambient * data,1
emission data last * posed,1
emission imrentorles and * cma,1
emission inventories have * been,1
emission limits that * be,1
emission measuring apparatus * techniques,1
emission monitoring and * audits,1
emission rates and * levels,1
emission regulations task * submitted,1
emission regulations task * the,1
emission sources and * controls,1
emission standard for * air,1
emission standards for * carcinogens,1
emission standards for * sources,1
emission standards for * this,1
emission standards for * under,1
emissionexposure due to * manufacturing,1
emissions a neighboring * manager,1
emissions a special * will,1
emissions already much * has,1
emissions and control * are,1
emissions and reviewed * detail,1
emissions and risks * human,1
emissions as opposed * motor,1
emissions as sulfuric * mist,1
emissions cma also * address,1
emissions comments the * process,1
emissions control policy * legislative,1
emissions copies of * resource,1
emissions for process * purposes,1
emissions from a * of,1
emissions from hazardous * disposal,1
emissions from new * substantially,1
emissions from the * comprising,1
emissions he also * various,1
emissions in order * pay,1
emissions limit for * given,1
emissions of his * products,1
emissions of substances * the,1
emissions of sulfur * in,1
emissions of vinyl * even,1
emissions on a * of,1
emissions on employees * the,1
emissions permits and * them,1
emissions policy the * recent,1
emissions reporting emergency * and,1
emissions the unrealistic * for,1
emissions to ambient * concentrations,1
emissions trading policy * cma,1
emissions trading policy * goal,1
emissions trading policy * to,1
emissions work group * with,1
emissionsflares litigation settlement * environmental,1
emotions as to * role,1
emphasis in the * ad,1
emphasis of a * round,1
emphasis on better * throughout,1
emphasis on controlling * of,1
emphasis on energy * and,1
emphasis on health * compensation,1
emphasis on inactive * abandoned,1
emphasis on jobs * competitiveness,1
emphasis program designed * target,1
emphasis should not * on,1
emphasize local involvement * early,1
emphasize safety aspects * control,1
emphasize tax simplification * than,1
emphasize that for * years,1
emphasize the importance * the,1
emphasize the limited * of,1
emphasize two major * regulations,1
emphasized as was * need,1
emphasized that the * of,1
emphasized that the * programs,1
emphasized that with * amendments,1
emphasized the chemical * dependence,1
emphasized the importance * prompt,1
emphasized today the * of,1
emphasizes only one * efforts,1
emphasizes that rd * are,1
employ section iii * regulate,1
employed a strategy * recommending,1
employed and the * will,1
employed cma endorses * use,1
employed inventors agreements * attempts,1
employed inventors contracts * compulsory,1
employed inventors have * averted,1
employed inventors hr * hr,1
employee access both * manufacturers,1
employee groups some * some,1
employee health and * in,1
employee health crises * the,1
employee health safety * the,1
employee pac contributions * the,1
employee participation in * prevention,1
employee participation with * benefits,1
employee qualification subject * staff,1
employee relations and * risk,1
employee should be * with,1
employee training including * prevention,1
employee with a * of,1
employees and stockholders * cma,1
employees are becoming * of,1
employees are individually * to,1
employees as well * downstream,1
employees as well * those,1
employees at any * subsidiary,1
employees community health * safety,1
employees customers and * public,1
employees exposure to * in,1
employees in increasing * are,1
employees in production * percent,1
employees in the * sector,1
employees in the * the,1
employees in the * utilization,1
employees mca now * term,1
employees of the * shall,1
employees stockholders and * about,1
employees to issue * emergency,1
employees to total * population,1
employees to trade * information,1
employees whose normal * dates,1
employer and other * in,1
employer community not * by,1
employer exposing the * to,1
employer financial support * under,1
employer include formulation * policies,1
employer itself on * basis,1
employer participation with * protections,1
employer positions are * issue,1
employer should be * for,1
employers and employees * prevention,1
employers and employer * in,1
employers and insurance * are,1
employers compliance agency * well,1
employers including demands * safety,1
employers need not * a,1
employers some legislators * some,1
employers throughout the * this,1
employers were made * werent,1
employerselected medical specialists * use,1
employment and revised * on,1
employment and upgrading * professional,1
employment cost the * employees,1
employment decisions the * employment,1
employment he also * moderate,1
employment in the * of,1
employment opportunity whether * have,1
employment tool that * discriminate,1
employment were issued * the,1
employment with this * tending,1
employs two professional * two,1
empower the president * prohibit,1
emption industry commitment * issues,1
empty miles when * miles,1
en a great * of,1
en introduced into * current,1
enable the new * to,1
enabled direct comparisons * similar,1
enabled us to * reasonably,1
enables those of * with,1
enabling affected industries * obtain,1
enabling legislation and * additional,1
enact legislation extending * term,1
enact legislation to * total,1
enacted a community * bill,1
enacted a comprehensive * which,1
enacted bills were * with,1
enacted hb into * during,1
enacted in california * requires,1
enacted in maine * states,1
enacted in west * includes,1
enacted including a * victims,1
enacted individual tax * instead,1
enacted into law * virtually,1
enacted it was * that,1
enacted legislation extending * term,1
enacted over presidential * sets,1
enacted preliminary indications * that,1
enacted recently these * moderately,1
enacted resembles cmas * as,1
enacted that contain * escalator,1
enacted the emc * with,1
enacted there was * lot,1
enacted to reauthorize * under,1
enacted until the * the,1
enacted water pollution * pesticides,1
enacting groundwater legislation * are,1
enactment and one * later,1
enactment appears to * a,1
enactment could well * delayed,1
enactment in superfund * a,1
enactment of a * improved,1
enactment of a * of,1
enactment of legislation * would,1
enactment of the * public,1
enactment of this * objectionable,1
enactment seems likely * solid,1
enactment sooner or * of,1
enactments and because * the,1
encapsulating chemical suits * a,1
ence of testifying * a,1
ence on waste * boston,1
enced personnel but * the,1
enclosed survey to * the,1
encoded for confidentiality * to,1
encompasses most of * major,1
encountering positive increases * the,1
encourage a more * public,1
encourage an increased * in,1
encourage capital investment * opposing,1
encourage companies to * risk,1
encourage companies to * their,1
encourage continued operation * existing,1
encourage cooperative studies * joint,1
encourage member companies * state,1
encourage more active * participation,1
encourage no further * except,1
encourage other industries * with,1
encourage recalcitrant congressmen * support,1
encourage ship owners * take,1
encourage some member * to,1
encourage sufficient public * to,1
encourage the use * consistent,1
encourage u s * to,1
encouraged attendance at * november,1
encouraged by the * being,1
encouraged changes in * specifics,1
encouraged epa to * realistic,1
encouraged initiation of * sessions,1
encouraged the department * energy,1
encouraged to place * joint,1
encouraged to submit * historically,1
encouraged to work * with,1
encouraged us to * preparation,1
encouragement of others * help,1
encourages all states * develop,1
encourages continued data * and,1
encourages the use * international,1
encouraging companies not * to,1
encouraging staff through * benefits,1
encouraging such protection * other,1
encumbering amendments and * the,1
end appreciation of * situations,1
end background papers * issued,1
end of a * funds,1
end of and * for,1
end of august * joint,1
end of but * new,1
end of cma * administering,1
end of december * task,1
end of february * executive,1
end of is * to,1
end of january * program,1
end of july * righttoknow,1
end of june * that,1
end of may * the,1
end of phase * and,1
end of the * and,1
end of the * but,1
end of the * discussions,1
end of the * during,1
end of the * legislative,1
end of this * year,1
end on june * preliminary,1
end result of * efforts,1
end studies the * advocacy,1
end tax included * the,1
end taxes would * less,1
end the shortage * chemical,1
end to provide * status,1
end up managing * issue,1
end users of * oxide,1
ended although industry * dissatisfied,1
ended any chance * congressional,1
ended senator muskie * blamed,1
ended with a * number,1
ending december the * had,1
ending foreign direct * controls,1
ending june cma * have,1
endorse a bill * by,1
endorse expanded epa * valve,1
endorse the caer * was,1
endorse the establishment * a,1
endorsed by the * chemical,1
endorsed neither bill * cma,1
endorsed the nominations * by,1
endorsed the panels * to,1
endorsed the previous * by,1
endorsed with amendments * the,1
endorsement of joint * and,1
endorsement of the * bill,1
endorsement of the * board,1
endorsement of the * of,1
endorsement to our * efforts,1
endorses the use * permits,1
endorsing a federal * of,1
endorsing any of * several,1
endure administrative burdens * service,1
enduse chemical products * expected,1
endusers to buy * from,1
endusers to purchase * directly,1
energetically pursued will * a,1
energy a btu * a,1
energy act and * discussed,1
energy act of * we,1
energy agency has * approved,1
energy and avoided * costs,1
energy and coimnerce * the,1
energy and commerce * chairman,1
energy and commerce * cma,1
energy and commerce * during,1
energy and commerce * follows,1
energy and commerce * marked,1
energy and commerce * offered,1
energy and commerce * public,1
energy and commerce * reported,1
energy and commerce * since,1
energy and commerce * to,1
energy and commerce * ways,1
energy and connerce * on,1
energy and electricity * study,1
energy and environmental * are,1
energy and environmental * expected,1
energy and environmental * may,1
energy and feedstock * briefing,1
energy and natural * s,1
energy and petrochemical * costs,1
energy and petrochemical * issues,1
energy and related * feedstock,1
energy and water * bill,1
energy as a * to,1
energy clean air * water,1
energy committee accounts * between,1
energy committee also * some,1
energy committee analyses * recommendations,1
energy committee is * direct,1
energy committee recognized * the,1
energy committee recommended * the,1
energy committee report * not,1
energy committee was * at,1
energy conaervation reporting * vaa,1
energy conservation and * strengthening,1
energy conservation and * that,1
energy conservation committee * four,1
energy conservation committee * in,1
energy conservation committee * monitored,1
energy conservation report * that,1
energy conservation should * con,1
energy conservation standard * existing,1
energy conservation surrey * for,1
energy conservation to * department,1
energy cost impact * environmental,1
energy costs of * and,1
energy council of * as,1
energy crisis which * have,1
energy data collection * likely,1
energy doe the * of,1
energy functions into * department,1
energy information administration * proposals,1
energy information administrations * to,1
energy is not * major,1
energy issues through * task,1
energy issues was * unusually,1
energy issues we * that,1
energy issues will * more,1
energy manufacturing materials * labor,1
energy message has * undergone,1
energy message scheduled * be,1
energy natural resources * resources,1
energy plan legislation * by,1
energy plank of * bepublican,1
energy plans to * a,1
energy policies and * canadian,1
energy policies and * investment,1
energy policies may * some,1
energy policy by * the,1
energy policy plan * to,1
energy policy that * could,1
energy prices to * replacement,1
energy productivity improved * x,1
energy program and * third,1
energy proposals that * be,1
energy purchases of * a,1
energy rate setting * the,1
energy regulatory commission * a,1
energy regulatory commission * action,1
energy regulatory commission * is,1
energy regulatory commission * issued,1
energy regulatory commission * the,1
energy regulatory commission * victoryl,1
energy regulatory commissions * of,1
energy regulatory policy * procedure,1
energy reporting program * those,1
energy resource additionally * effects,1
energy source interests * though,1
energy sources coal * oil,1
energy supplies to * most,1
energy task group * also,1
energy tax as * inequitable,1
energy tax credit * general,1
energy tax group * include,1
energy tax proposals * might,1
energy tax proposals * offered,1
energy tax proposals * studies,1
energy taxation as * means,1
energy taxes and * energy,1
energy taxes and * feedstock,1
energy taxes and * planning,1
energy taxes on * chemical,1
energy taxes petroleum * technical,1
energy taxes seag * accomplished,1
energy to establish * equitable,1
energy usage as * hy,1
energy usage from * data,1
energy was presented * the,1
energy which will * reintroduced,1
energy with the * of,1
energyconsuming companies in * of,1
energyfeedstockeconomic impact matters * cadre,1
energyintensive industries ours * first,1
energys new liquified * fuels,1
enforceability and the * and,1
enforceable ambient emissions * for,1
enforceable and would * export,1
enforceable and would * to,1
enforceable international agreements * intellectual,1
enforceable patents and * enforcement,1
enforceable until the * of,1
enforced and also * the,1
enforced by inspectors * in,1
enforcement act of * by,1
enforcement actions andor * suits,1
enforcement and settlement * and,1
enforcement at the * and,1
enforcement cases dramatize * increased,1
enforcement ease brought * a,1
enforcement efforts lead * gasolinethriftway,1
enforcement issues and * testified,1
enforcement of that * worker,1
enforcement of the * laws,1
enforcement of the * substances,1
enforcement of their * property,1
enforcement of water * control,1
enforcement pl survived * senate,1
enforcement policy and * recent,1
enforcing deadlines of * clean,1
enforeeaent of hazardous * regulations,1
engage in significant * trade,1
engage prof steven * of,1
engaged contractors to * on,1
engaged dr r * to,1
engaged in chemical * shows,1
engaged in discussions * the,1
engaged in supplying * products,1
engaged in the * of,1
engagements to further * contact,1
engaging staff securing * required,1
engenders or questions * from,1
engineer might be * on,1
engineered microorganisms and * give,1
engineering advisory committee * program,1
engineering advisory committee * the,1
engineering advisory committee * this,1
engineering advisory committees * task,1
engineering and safety * during,1
engineering and safety * group,1
engineering and technical * of,1
engineering and technical * relations,1
engineering as one * the,1
engineering aspects of * manufacturing,1
engineering bachelor supply * graduating,1
engineering chemistry will * devoted,1
engineering during the * four,1
engineering foundation conference * nh,1
engineering graduates increased * in,1
engineering news hazardous * report,1
engineering standards were * in,1
engineers and from * aflcio,1
engineers and scientists * would,1
engineers and we * an,1
engineers can be * of,1
engineers council and * u,1
engineers joint council * that,1
engineers might be * on,1
engineers newspapers chemical * hospitals,1
engineers to further * their,1
engineers we make * prediction,1
engineersa guide to * selection,1
england italy canada * the,1
englander and a * probably,1
enhance industry response * emergencies,1
enhance the effectiveness * influence,1
enhance the reputation * recognition,1
enhanced by changing * standard,1
enhanced by more * mca,1
enhanced the role * the,1
enhances cma and * relationships,1
enhancing hazardous material * safety,1
enjoy thus congress * maintain,1
enjoyed by the * labor,1
enjoyed one of * most,1
enjoyed the independence * status,1
enlist more companies * begun,1
enlist the help * our,1
enlist the participation * our,1
enlisting authors and * in,1
enlisting supporting and * member,1
enormous additional costs * might,1
enormous cost to * stationary,1
enough time for * floor,1
enough to allow * choice,1
enough to prevent * of,1
enough to support * local,1
enployers we expect * efforts,1
enrich high school * lower,1
enroll more chemical * into,1
enrollments and earned * in,1
enrollments for majors * chemistry,1
ensue if guy * jagt,1
ensues health care * money,1
ensure adequate and * data,1
ensure against accidents * crises,1
ensure against inadvertent * of,1
ensure compliance with * clean,1
ensure equal access * competitive,1
ensure greater cooperation * chemical,1
ensure industry compliance * the,1
ensure thac epa * state,1
ensure that all * are,1
ensure that all * prafjram,1
ensure that all * programs,1
